,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
<catboost.core.CatBoostRegressor object at 0x0000023A780D7A00>,0.8928290034491709,60.791725496771534,0.02482490363543066,24.420117976467026,43.77920299149224,0.8947859889273249,0.7380533549507271,-60.84246008072231,0.03136188543773084,-39.47000180105683,-46.190223735216556,0.827075765020739,2,2,4,2,2,2,0,0,0,2,0,0,2
ExtraTreesRegressor(),0.8955438746543045,60.016793949693785,0.017019664568192625,19.29000000000002,39.7964,0.9013193812382251,0.7206663904499904,-70.27316213926396,0.03163518247303838,-33.59250000000001,-46.96657051282051,0.7995191460572902,1,1,0,1,0,1,1,2,1,0,1,1,6
"KNeighborsRegressor(p=1, weights='distance')",0.890687672493944,61.39604654536423,0.022061357341651457,35.90458052125075,44.59620729944404,0.8941513936951926,0.685947374664749,-70.48280140056563,0.0381844401064017,-39.68712021291965,-52.77864336978452,0.7335248539720348,3,3,2,6,3,3,4,3,3,3,3,4,20
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9010908055309655,58.40152240032518,0.017576607739332565,17.320068359375,41.819109497070315,0.9082999508550831,0.6785914464805571,-71.72907198318745,0.03501390036392873,-41.793453979492185,-52.90026722932473,0.7372108102162651,0,0,1,0,1,0,5,5,2,7,4,3,26
GradientBoostingRegressor(),0.8026606218495391,82.49216724156908,0.047159735248815275,28.833280076477422,56.365433217932775,0.8141546082324477,0.6434000652283055,-67.87015142501717,0.04148377284420042,-41.48229873633765,-52.37037010016563,0.7194192516469702,9,9,8,3,8,9,6,1,4,6,2,8,27
"RandomForestRegressor(max_depth=22, n_estimators=350)",0.8340836474477108,75.6398104401946,0.030382158322571965,34.234285714285704,50.986057142857135,0.8397550927708709,0.6184398839077797,-77.16486526595052,0.04662034599184229,-39.13928571428571,-52.9954065934066,0.7304528892204738,7,7,6,5,6,7,7,6,5,1,5,6,30
"SVR(C=1.6, cache_size=4000, epsilon=0.09, gamma=4, kernel='poly')",0.8269747170274163,77.24326451706038,0.06439992567421941,45.29273370784324,59.38543053940065,0.8269802928325258,0.6992803715406131,-71.65596822257561,0.07079206760141796,-43.240638468379714,-53.05577368902841,0.7569854911907404,8,8,11,12,10,8,2,4,12,8,6,2,34
BaggingRegressor(),0.8522220975636645,71.38559518558348,0.025157670332471797,29.19999999999999,49.376000000000005,0.858095911675669,0.6141841768262132,-80.40283951804254,0.062059154022455945,-39.74000000000001,-55.31115384615384,0.707758988990587,5,5,5,4,4,5,8,8,9,4,8,10,47
AdaBoostRegressor(),0.8609499422128447,69.24547883165295,0.022462924334850344,41.33333333333334,50.937138952765864,0.864046535179953,0.6111738615557634,-80.60356058113271,0.055409767445501815,-45.008892714163224,-55.706115040772055,0.7323286266808455,4,4,3,9,5,4,10,9,6,9,9,5,48
"MLPRegressor(hidden_layer_sizes=(30, 9), max_iter=60, solver='lbfgs')",0.8428311270794229,73.61886292666415,0.03516344585816908,36.49065511832919,52.025206181700796,0.8469776144890572,0.6941706172679167,-81.21685200488804,0.10244871936020815,-50.34325013091363,-53.82040909897103,0.6715615501283361,6,6,7,7,7,6,3,10,14,10,7,13,57
LGBMRegressor(),0.7890531890848242,85.28886165959346,0.052563710367722234,42.49534260869578,62.87208355095745,0.7893978080924591,0.6138710238705815,-79.2499618925701,0.05569335768024193,-53.75562479654415,-61.09935537471483,0.6746150892459692,12,12,9,10,11,12,9,7,7,11,11,12,57
DecisionTreeRegressor(),0.793990906916063,84.28475544248793,0.056380463743138404,45.0,56.48,0.7962366169139825,0.31581791478719257,-91.35731483772372,0.061148297779358714,-41.3,-58.58269230769231,0.3772450617135957,11,11,10,11,9,11,14,14,8,5,10,14,65
Ridge(),0.7829230259569717,86.51924390125518,0.07419322072118478,40.595573563670825,64.95976378461499,0.7853702979746444,0.5704553342849383,-86.0882111266198,0.07267199138429498,-54.013913816918844,-66.44162907871168,0.7248049020976631,13,13,12,8,13,13,13,11,13,12,12,7,68
"Lasso(alpha=0.3, max_iter=8000)",0.7969076617019932,83.68596064655677,0.08108979695572466,50.732265700228055,64.44601480486725,0.8016183670786626,0.6059540637930426,-86.12508581531124,0.06677298468728886,-56.478246729411566,-66.89316937983169,0.7162075679620293,10,10,13,14,12,10,11,12,10,14,13,9,69
LinearRegression(),0.7743757435071212,88.20612226627219,0.10277082052953744,46.327567097478095,66.83478284140052,0.7847218359317953,0.594050068661778,-87.08549956451193,0.07035779578769731,-54.76538615469322,-68.1213866385148,0.7025145581567971,14,14,14,13,14,14,12,13,11,13,14,11,74
