,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
<catboost.core.CatBoostRegressor object at 0x0000020A046CD520>,0.7310873783000422,2.891375838152962,0.02227729018235648,1.9562433002748243,2.0739353721774854,0.7346898428316768,0.6944816182187348,-2.8237421856228866,0.022115536641962034,-1.1298854013172224,-1.868558518707389,0.7068354407122049,0,0,0,3,0,0,0,0,0,0,0,0,0
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.03, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.7063125257897531,3.021632661537007,0.022941494037476178,1.4267616271972656,2.189592234023074,0.7099482577544733,0.6692422360932418,-2.939447374299958,0.02353300534214704,-1.2037194900512698,-1.9735964115598925,0.6797579821309103,1,1,1,0,1,1,1,1,2,1,1,1,7
GradientBoostingRegressor(),0.6558187948072216,3.271090273032127,0.025837889717855046,2.5157397349669637,2.6465026100255002,0.6618054518182707,0.6613672305327724,-2.959769132090539,0.023171467058874948,-1.6220535116558998,-2.1822850176904427,0.6776176778255818,4,4,4,7,6,4,2,2,1,3,3,2,13
ExtraTreesRegressor(),0.6752502697657834,3.1774106993159785,0.02576538013234803,1.6379999999999946,2.3354787234042527,0.6764466128748226,0.6357370178679941,-3.121506438527127,0.025844978064010326,-1.296104999999996,-2.1362041666666682,0.6513627751260189,2,2,3,1,2,2,3,3,5,2,2,3,18
"RandomForestRegressor(max_depth=22, n_estimators=50)",0.6476258629836424,3.3097940184457113,0.02592235702146895,1.9676000000000045,2.5656014184397176,0.6477308506029493,0.6349135113410971,-3.1261077439156257,0.025149707770399453,-1.8361333333333352,-2.272418368702554,0.6238067670339115,5,5,5,4,4,5,4,4,3,7,4,4,26
BaggingRegressor(),0.661621743214855,3.243397506526573,0.02571473764489351,2.134999999999998,2.495517730496454,0.662631665158994,0.5863980946747276,-3.2608406061467727,0.02574591953772052,-1.6339,-2.4098918478260867,0.576691822112776,3,3,2,5,3,3,5,5,4,5,5,5,29
LGBMRegressor(),0.5482775479504458,3.7474409014013044,0.03241762534068512,2.8000641766377647,3.0404760326596763,0.5496562206128939,0.564753947551796,-3.3566853050527774,0.027889582449745206,-1.7685649984291012,-2.480511637602972,0.5713457468161414,6,6,7,10,8,6,6,6,6,6,7,6,37
"SVR(C=0.7, cache_size=4000, epsilon=0.08, gamma=2, kernel='poly')",0.45271026765786526,4.124844721842804,0.040178223690430996,2.221503453093778,3.016329490822333,0.460647273310282,0.47674804656095865,-3.644089084077947,0.032486628418927396,-1.6327918809271562,-2.4408208096366515,0.4940230901351638,8,8,9,6,7,8,8,8,7,4,6,8,41
"MLPRegressor(alpha=0.01, hidden_layer_sizes=(70, 9), max_iter=60,
             solver='lbfgs')",0.38066873513477917,4.387937735628539,0.042731451945239314,2.575122521415379,3.4860331527270003,0.384399776216548,0.47555512835773717,-3.632899656755962,0.036048658151414205,-2.3774618517832296,-2.8318352928424217,0.447528105098673,10,10,10,8,10,10,9,7,8,9,9,9,51
AdaBoostRegressor(),0.4506760205754238,4.13250352678652,0.03803929227814904,2.6067045454545426,3.3565691957798602,0.4506893201732688,0.4779246003416436,-3.6874734938881244,0.03726468265757826,-2.5852002346713454,-3.000924535549503,0.49462527856661953,9,9,8,9,9,9,7,9,9,10,10,7,52
DecisionTreeRegressor(),0.5289251804983469,3.826871673901626,0.03229003903335107,1.6999999999999993,2.642340425531915,0.5290945031783872,0.3920174331959415,-4.088639211012154,0.039348259605531795,-1.9095,-2.7556177536231883,0.38768224634582077,7,7,6,2,5,7,10,10,10,8,8,10,56
"KNeighborsRegressor(n_neighbors=13, p=1, weights='distance')",0.29661959997220366,4.6762108506985625,0.053603875579995,3.1114181973554267,3.685938303792275,0.2966286298451615,0.3438495206526938,-4.143024475988002,0.043373438294943854,-2.6010600881029737,-3.2832383208997697,0.35774702480642373,11,11,11,11,11,11,11,11,11,11,11,11,66
Ridge(),0.07406719178344556,5.3652342756090565,0.060927828928516795,3.426590185677636,4.231516250924652,0.07585026956278484,0.19335635231038872,-4.637980755294982,0.05343276720146407,-3.2919615740476984,-3.692689398445195,0.20792078329192415,12,12,12,12,12,12,12,12,12,13,12,12,73
LinearRegression(),-0.004334239803618356,5.587764427740333,0.0655736651938242,3.4437552481187943,4.359063178880396,-0.0008785525952292872,0.17069607050583907,-4.683418895115251,0.05424889942387321,-3.204058197271562,-3.724862993802334,0.18711564453515056,14,14,14,13,14,14,13,13,13,12,13,13,77
Lasso(),-0.0009351128844636847,5.578300636864621,0.06112738804305828,3.6518378378378387,4.257529614721104,0.0,-0.014154680176142364,-5.267399607519351,0.06540979992768171,-3.866626794258373,-4.311168852814805,0.0,13,13,13,14,13,13,14,14,14,14,14,14,84
