,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
ExtraTreesRegressor(),0.8762144795893507,72.07155812738539,0.03131606935995321,39.705,55.028181818181835,0.8782363206689693,0.3857000520577537,-74.6656959775919,0.04031418190869159,-45.923,-53.525636363636366,0.5102525219724837,1,1,0,1,1,0,0,1,0,2,0,1,4
<catboost.core.CatBoostRegressor object at 0x000001D6559BAF40>,0.864367571728808,75.4415766976546,0.04394359024912092,51.55140680836473,60.56004480650824,0.865448330824043,-1.1534553942042665,-71.92396935706978,0.046926660001385866,-49.52337147448357,-55.539308129186736,0.35923514045329297,3,3,5,7,4,3,13,0,1,4,1,5,24
"KNeighborsRegressor(n_neighbors=3, p=1, weights='distance')",0.8774007543344889,71.72538479625749,0.034062873438150905,50.90787471454141,53.866740850392084,0.8774885354433647,-0.1091912174902759,-81.65167048597273,0.058425125969579356,-43.91177507593892,-58.635402921625314,0.14805928161706428,0,0,2,6,0,1,4,4,6,0,4,8,26
AdaBoostRegressor(),0.828940934317138,84.72313852851106,0.04331465029089261,45.21111111111108,63.28539035659955,0.833955860208308,0.1494220013820248,-82.01076493593436,0.052072184808356854,-56.783638418140036,-57.54200500894986,0.40249963186776094,6,6,4,3,5,6,2,5,3,12,3,4,29
DecisionTreeRegressor(),0.5668707334409601,134.81485620859985,0.1372130596935552,63.5,94.86363636363636,0.5669066276337424,0.2572364683186733,-107.01673615926538,0.06469960160912484,-44.4,-62.723636363636366,0.4124160101880857,14,14,14,10,14,14,1,14,8,1,7,3,34
GradientBoostingRegressor(),0.8334923183797511,83.58842165142414,0.05830446407615548,62.573672058419675,67.88024232652593,0.8399765621447868,-0.8526983554424277,-82.21405929880973,0.0499711632404425,-48.34748437123941,-60.71986834486239,-0.1757534780600602,5,5,8,9,8,5,10,6,2,3,5,10,36
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=500, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.8717967921328259,73.34633773179048,0.03197565690433819,39.974334716796875,55.34398651123047,0.8772734774384702,0.11923639387968503,-86.49135760210311,0.0528839997135631,-57.2613037109375,-62.30747946999289,0.44820095637929674,2,2,1,2,3,2,3,9,4,13,6,2,37
"MLPRegressor(alpha=0.01, hidden_layer_sizes=(50, 8), max_iter=60,
             solver='lbfgs')",0.8565594949752636,77.5827001752394,0.04116409266142862,36.52083852884647,55.22925321352073,0.8587034277026895,-1.3448770108603887,-77.58334412151187,0.09406637314406484,-52.48464962027684,-56.31897002661898,0.540483359617282,4,4,3,0,2,4,14,2,13,8,2,0,39
"RandomForestRegressor(max_depth=10, n_estimators=650)",0.7854838197157109,94.87657870712991,0.051380030250768004,48.59328205128202,67.79332329636175,0.7925812356387361,-0.5525965381846092,-86.56200425421109,0.06537869580540083,-53.43138224830729,-63.103519760546384,0.1907255378418941,11,11,6,4,7,11,5,10,9,9,8,7,48
BaggingRegressor(),0.789849465959405,93.90619352214306,0.052826613354044705,49.30000000000001,67.78636363636362,0.7983008245521399,-0.9053218420310694,-86.43242384029902,0.05750076251807045,-51.825,-70.55499999999999,0.1991581193949225,10,10,7,5,6,10,12,8,5,6,14,6,51
"SVR(C=1.6, cache_size=2000, epsilon=0.09, gamma=4, kernel='poly')",0.8241355747917245,85.90490982775484,0.07205141819478435,72.75047589916025,69.68126142944529,0.8259548180886511,-0.7617906020411456,-81.27851863233961,0.11760812094087515,-50.187176779257186,-63.90673808548873,-0.4251149641551243,7,7,9,13,9,7,8,3,14,5,10,13,53
LGBMRegressor(),0.7307699137292654,106.2896025299526,0.0724778034896464,53.574189496557324,79.22915538991754,0.7325604634246342,-0.8837017498512433,-83.27557256161509,0.0640135298636064,-55.62199847212296,-63.70266570438506,-0.18851702180208577,13,13,10,8,12,13,11,7,7,11,9,11,56
Ridge(),0.7678321994443484,98.70291556231493,0.07977186537847539,80.8344435743075,82.02713323726245,0.7843439830561669,-0.7450947070260409,-88.8153387354644,0.08050971892676431,-52.21732101659207,-69.52458376341201,0.00540025492680789,12,12,11,14,13,12,7,13,11,7,13,9,60
"Lasso(alpha=0.2, max_iter=4000)",0.7943366869219654,92.89822192600532,0.08921394308899812,67.63229998853554,78.75338080785743,0.8072086844418029,-0.5963291427648242,-86.71681962613552,0.07636294233380925,-58.66889954724244,-68.16202167559464,-0.3635284947443516,9,9,12,12,11,9,6,11,10,14,12,12,65
LinearRegression(positive=True),0.7978207841326181,92.10797655568108,0.09816039584770855,65.63088777900475,77.22588514119293,0.8144901871690216,-0.8240976026634239,-86.80547245824016,0.08239935134262506,-54.62814391848421,-68.1551354914751,-0.608753252293552,8,8,13,11,10,8,9,12,12,10,11,14,68
