Index,Formability,Tolerance_Factor,Valence_Electron_Number,Martynov_Batsanov_Electronegativity,Ideal_Bond_Length_Sum,Mendeleev_Number
110,1,0.9841,8.0,3.7451,3.9384,121.494
111,0,0.977,8.0,3.6645,3.8814,138.1625
112,1,1.0068,8.0,3.762,3.9243,121.75
113,1,0.9889,8.0,3.7575,3.9398,125.5
114,1,1.0089,8.0,3.738,3.9104,129.15
115,1,1.004,8.0,3.752,3.9302,118.6
116,1,1.0163,8.5,3.773,3.9258,125.85
117,0,0.9856,10.5,3.785,3.8903,133.0
118,1,0.9879,10.2,3.8735,3.8786,131.7
119,1,0.9804,9.25,3.7525,3.9105,121.5
120,1,0.9966,8.0,3.753,3.9229,120.625
121,1,0.98,8.0,3.7193,3.9189,132.1
122,1,0.9846,8.0,3.7424,3.9372,120.15
123,1,1.0214,8.0,3.786,3.9167,127.6
124,0,0.9706,8.0,3.7235,3.9087,121.245
125,1,1.0062,8.0,3.753,3.9234,127.6
126,1,1.0022,9.5,3.783,3.905,129.4
127,0,0.9523,12.5,3.789,3.8609,140.2
128,1,0.9857,8.0,3.7499,3.939,123.0808
129,1,0.9951,9.8,3.8565,3.8874,130.3
130,1,0.9788,11.45,3.8007,3.8704,135.73
131,0,1.0056,9.65,3.7553,3.9106,129.83
132,0,0.9773,11.0,3.786,3.8829,134.8
133,1,1.0021,9.605,3.8427,3.903,129.514
134,1,1.0094,9.0,3.8225,3.905,127.5
135,0,0.9808,10.6,3.8905,3.8698,133.1
136,0,0.9939,10.0,3.784,3.8976,131.2
137,1,0.9759,11.65,3.8019,3.8671,136.41
138,0,0.9813,8.0,3.7395,3.9208,118.9375
139,0,0.9487,8.0,3.725,3.848,141.5
140,1,0.9944,9.5,3.759,3.9233,129.55
141,1,1.0058,9.2,3.831,3.9006,128.2
142,1,1.0189,8.0,3.753,3.9331,124.05
143,0,0.9541,8.0,3.612,3.8606,144.6
144,0,0.9854,8.0,3.777,3.9477,135.1
145,1,0.9854,8.0,3.7533,3.9402,124.69
146,1,0.9852,8.0,3.7344,3.9286,116.134
147,1,1.0179,7.999,3.7708,3.9202,126.307
148,1,0.9582,8.0,3.7395,3.95,126.7
149,1,1.0061,9.2,3.9,3.8967,128.2
150,1,1.0129,8.8,3.814,3.9094,126.8
151,1,0.9915,10.0,3.865,3.883,131.0
152,0,0.9879,11.0,3.735,3.8971,134.6
153,0,0.9835,10.0,3.752,3.922,131.4
154,0,0.9807,7.995,3.7338,3.893,135.535
155,0,0.99,7.996,3.743,3.8998,133.228
156,0,1.0063,8.0,3.7785,3.9374,129.55
157,1,0.9766,11.6,3.8016,3.868,136.24
158,0,0.9633,8.0,3.633,3.8689,142.025
159,1,1.0202,8.4,3.82,3.9169,125.4
160,0,0.9864,8.0,3.744,3.9215,119.5
161,1,1.0188,8.535,3.8009,3.919,125.838
162,0,0.9862,8.0,3.7956,3.8773,139.174
163,0,0.9807,7.995,3.7338,3.893,135.535
164,1,1.0156,8.0,3.766,3.9286,121.3
165,1,0.9801,8.0,3.747,3.8796,134.5
166,0,0.9724,8.0,3.654,3.8772,139.45
167,0,0.9673,9.5,3.741,3.9098,121.3
168,1,1.0106,9.0,3.782,3.9123,127.6
169,0,0.944,8.0,3.51,3.9875,124.5
170,1,0.9757,9.375,3.7498,3.9089,121.25
171,1,0.9663,8.0,3.7263,3.9416,118.5
172,1,0.9917,8.0,3.7571,3.9382,124.4713
173,1,1.0127,8.0,3.795,3.9013,133.0
174,0,0.9812,11.689,3.8105,3.8481,136.467
175,1,0.9863,8.0,3.7382,3.9263,117.331
176,0,0.9693,8.0,3.71,3.935,110.5
177,1,0.9841,9.15,3.7547,3.9118,121.7
178,1,0.9852,8.0,3.726,3.9198,131.2
179,1,1.0272,8.0,3.78,3.927,124.0
180,1,1.0236,8.2,3.7885,3.9226,124.7
181,1,0.9905,8.0,3.7328,3.9207,130.3
