,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
ExtraTreesRegressor(),0.9160472404266153,61.33232354589593,0.0209231716417788,34.08,46.45576923076923,0.9240100622653634,0.4937620914420024,-71.1458048036133,0.03808538673240641,-43.02300000000001,-53.01633333333334,0.6127800719583911,0,0,0,2,0,0,1,0,0,0,0,2,3
<catboost.core.CatBoostRegressor object at 0x0000023A7803DA60>,0.9145572536207336,61.87419043326918,0.025125314060349575,35.20862829724845,47.025251554833865,0.9216130490321528,0.39263972717486595,-73.45223195870149,0.049135345618239144,-47.33891888517918,-56.341846787772816,0.6092149034882712,1,1,1,5,1,1,5,1,2,4,2,3,17
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=200, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.8779705309137028,73.94422999108494,0.02898024774119974,34.953582763671875,53.4782101557805,0.887250978030868,0.315858064779498,-77.8970604088784,0.04098806379286884,-43.29006652832031,-55.124070720183546,0.5077067578138592,5,5,2,3,3,4,9,3,1,1,1,8,23
"SVR(C=1.6, cache_size=4000, epsilon=0.09, gamma=4, kernel='poly')",0.872890152063304,75.46777214132413,0.0893938530988375,27.74543727485579,54.84844870463078,0.8755996299367698,0.46525414777809165,-75.86689623298645,0.08163577031135297,-47.13938852460719,-59.41865377330073,0.6379261608670865,8,8,11,0,6,8,2,2,13,3,5,0,25
LGBMRegressor(),0.8822795751696212,72.62695570795422,0.04840691040946059,39.80929030526298,54.306072672260214,0.8856206676059653,0.30594298792831276,-79.7405955865191,0.06177848007944945,-49.74663145948237,-59.28243787134213,0.43753217280369894,4,4,10,8,5,5,10,5,6,6,4,9,40
"MLPRegressor(alpha=0.001, hidden_layer_sizes=(50, 7), max_iter=60,
             solver='lbfgs')",0.8842415292762709,72.01920455038608,0.04459531401272094,43.66995913610356,54.09287924778312,0.885562345016775,0.5034421334382417,-81.84676138978338,0.1377995627051382,-51.7812775305592,-56.69436340255872,0.551228591720533,3,3,9,10,4,6,0,9,14,9,3,6,41
"Lasso(alpha=0.1, max_iter=4000)",0.8436268280443401,83.70531841430873,0.11326513930277408,70.98690374951127,71.62506402125945,0.8519275539663846,0.4504297067667967,-79.73984663276441,0.06939630803542865,-53.70983341929849,-63.73137699108279,0.5910896693937322,11,11,13,13,13,12,4,4,9,11,9,4,41
LinearRegression(),0.839403924414696,84.82803250817759,0.1257315031429878,76.27619241614411,72.33450334190401,0.8502106868230104,0.45208150698465566,-80.45317159128604,0.07265482587274769,-55.5825419102198,-64.77485931692075,0.5840821855200765,12,12,14,14,14,13,3,6,10,12,11,5,47
GradientBoostingRegressor(),0.8776407340301846,74.04408342084554,0.03146673714156673,34.96249910931711,56.159700719833424,0.8906957216207143,0.27440653728247777,-81.42756361655685,0.050167203823686946,-52.395806820181086,-62.12868343001418,0.3920278772024243,6,6,5,4,7,3,12,7,3,10,8,12,52
"KNeighborsRegressor(n_neighbors=4, p=1, weights='distance')",0.8920959921275549,69.53296005317748,0.03600486674584699,36.89991765549813,50.763167518556955,0.9001999317621824,0.28209154206273945,-85.74592957670609,0.06389466646511419,-48.145436887187905,-63.939204406224405,0.5316296043649699,2,2,8,7,2,2,11,12,8,5,10,7,53
Ridge(),0.8357462588624088,85.78859692351348,0.09426067733121306,49.713645970658774,68.81185572426581,0.8433174200034692,0.37411912768884836,-83.23133393531019,0.07272621813707915,-57.113132561339306,-65.49551192489858,0.6280211367735755,14,14,12,11,12,14,6,10,11,14,12,1,54
"RandomForestRegressor(max_depth=14, n_estimators=200)",0.845655162408014,83.16067083109013,0.032742981118257256,36.61249999999997,57.48615384615384,0.8607327883999785,0.26992566232988563,-81.76628430490932,0.05203968739469103,-56.713362499999995,-59.4574439051553,0.429873131446627,10,10,6,6,9,11,13,8,4,13,6,11,55
AdaBoostRegressor(),0.8729053732732555,75.46325343087749,0.02950448513176142,39.92307692307692,56.95572253701333,0.8845149495014696,0.3247661119133637,-83.3597966787694,0.0621180894192353,-51.5661926651253,-65.88415578562908,0.4333143456086491,7,7,3,9,8,7,8,11,7,8,13,10,57
BaggingRegressor(),0.8500483892182451,81.96859623801527,0.033903358824572856,55.30000000000001,63.284615384615385,0.8670020329229454,0.35476190612054265,-92.0214561100583,0.07571759467124677,-51.21,-61.91288461538461,0.3380473895602246,9,9,7,12,11,9,7,13,12,7,7,13,59
DecisionTreeRegressor(),0.8383358107683376,85.10965777251043,0.03026212563400786,32.0,58.65384615384615,0.8654954513448141,0.12175271975296838,-95.97670657575308,0.05493462326897305,-45.6,-67.34423076923078,0.16928486508513696,13,13,4,1,10,10,14,14,5,2,14,14,63
