,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
<catboost.core.CatBoostRegressor object at 0x0000023EF68D2E50>,0.8928290034491709,60.791725496771534,0.02482490363543066,24.420117976467026,43.77920299149224,0.8947859889273249,0.7380533549507271,-60.84246008072231,0.03136188543773084,-39.47000180105683,-46.190223735216556,0.827075765020739,1,1,3,2,2,1,0,0,0,3,0,0,3
ExtraTreesRegressor(),0.8785590078165556,64.7125463878528,0.019901279436963758,19.67999999999995,41.4684,0.887615904090366,0.7358352573314202,-67.86618273607752,0.031577452905219926,-36.48449999999999,-48.11644871794872,0.7820556896390712,3,3,1,1,0,3,1,1,1,2,1,1,7
"KNeighborsRegressor(p=1, weights='distance')",0.890687672493944,61.39604654536423,0.022061357341651457,35.90458052125075,44.59620729944404,0.8941513936951926,0.685947374664749,-70.48280140056563,0.0381844401064017,-39.68712021291965,-52.77864336978452,0.7335248539720348,2,2,2,5,3,2,3,3,3,4,3,4,20
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9010908055309655,58.40152240032518,0.017576607739332565,17.320068359375,41.819109497070315,0.9082999508550831,0.6785914464805571,-71.72907198318745,0.03501390036392873,-41.793453979492185,-52.90026722932473,0.7372108102162651,0,0,0,0,1,0,4,5,2,6,4,3,24
GradientBoostingRegressor(),0.8113010756236091,80.66600486192979,0.04348523227916517,28.833280076477365,55.836340518953705,0.8234880893878683,0.658246827951583,-69.1832245736125,0.042026891234695496,-41.407971331682845,-51.887668155408775,0.7170443314756783,9,9,7,3,8,8,5,2,4,5,2,8,26
"RandomForestRegressor(max_depth=14, n_estimators=50)",0.8259283839369747,77.47646847914532,0.033038331291756984,36.94,51.214400000000005,0.8336521415628768,0.6171078489379619,-76.15791492666776,0.048852524914121544,-35.832,-53.28746474358975,0.7225101221145849,7,7,6,7,5,6,6,6,6,0,6,6,30
"SVR(C=1.6, cache_size=4000, epsilon=0.09, gamma=4, kernel='poly')",0.8269747170274163,77.24326451706038,0.06439992567421941,45.29273370784324,59.38543053940065,0.8269802928325258,0.6992803715406131,-71.65596822257561,0.07079206760141796,-43.240638468379714,-53.05577368902841,0.7569854911907404,6,6,11,12,10,7,2,4,13,7,5,2,33
AdaBoostRegressor(),0.8531358115303662,71.16456365570713,0.02610929022721102,39.549999999999955,53.029053665135415,0.8550444510385258,0.5941799355695501,-77.75173163359403,0.04955032421000574,-44.66267246415272,-53.53559642722733,0.7116887029721971,4,4,4,9,6,4,10,7,7,9,7,10,50
BaggingRegressor(),0.8397923479194982,74.32714712673965,0.02667268927372168,33.19999999999999,50.2,0.8438686345025316,0.5322496755986562,-80.7083058986226,0.04861518185876357,-43.275,-56.856410256410264,0.7182646021753953,5,5,5,4,4,5,13,9,5,8,8,7,50
LGBMRegressor(),0.7890531890848242,85.28886165959346,0.052563710367722234,42.49534260869578,62.87208355095745,0.7893978080924591,0.6138710238705815,-79.2499618925701,0.05569335768024193,-53.75562479654415,-61.09935537471483,0.6746150892459692,12,12,8,11,11,12,7,8,8,10,10,13,56
DecisionTreeRegressor(),0.7938888291888848,84.30563444989902,0.058433898521566566,38.0,54.08,0.7957078542871996,0.3395244497543374,-86.40351815011904,0.05680752472852725,-36.25,-58.89551282051283,0.410562446834291,11,11,9,8,7,11,14,13,9,1,9,14,60
"MLPRegressor(alpha=0.01, hidden_layer_sizes=(70, 8), max_iter=60,
             solver='lbfgs')",0.8197924211650567,78.83015160606283,0.060873082510635584,36.23824040827128,58.91470323142724,0.8199434353536699,0.6122753625329864,-81.46075564429513,0.0646393544331199,-54.22746107545527,-61.784911049389315,0.6996848929800379,8,8,10,6,9,9,8,10,10,12,11,12,63
Ridge(),0.7829230259569717,86.51924390125518,0.07419322072118478,40.595573563670825,64.95976378461499,0.7853702979746444,0.5704553342849383,-86.0882111266198,0.07267199138429498,-54.013913816918844,-66.44162907871168,0.7248049020976631,13,13,12,10,13,13,12,11,14,11,12,5,65
"Lasso(alpha=0.3, max_iter=8000)",0.7969076617019932,83.68596064655677,0.08108979695572466,50.732265700228055,64.44601480486725,0.8016183670786626,0.6059540637930426,-86.12508581531124,0.06677298468728886,-56.478246729411566,-66.89316937983169,0.7162075679620293,10,10,13,14,12,10,9,12,11,14,13,9,68
LinearRegression(),0.7743757435071212,88.20612226627219,0.10277082052953744,46.327567097478095,66.83478284140052,0.7847218359317953,0.594050068661778,-87.08549956451193,0.07035779578769731,-54.76538615469322,-68.1213866385148,0.7025145581567971,14,14,14,13,14,14,11,14,12,13,14,11,75
