Index,Formability,Tolerance_Factor,Valence_Electron_Number,Martynov_Batsanov_Electronegativity,Ideal_Bond_Length_Sum,Mendeleev_Number
90,1,0.9873,9.0,3.754,3.9155,122.2
91,0,0.9345,8.0,3.668,3.9398,102.4
92,1,1.0053,9.0,3.766,3.9245,127.7
93,1,1.0162,9.176,3.7948,3.8905,127.928
94,0,1.0022,8.0,3.699,3.9452,124.15
95,1,0.9841,8.0,3.7451,3.9384,121.494
96,0,0.977,8.0,3.6645,3.8814,138.1625
97,1,1.0068,8.0,3.762,3.9243,121.75
98,1,0.9889,8.0,3.7575,3.9398,125.5
99,1,1.0089,8.0,3.738,3.9104,129.15
100,1,1.004,8.0,3.752,3.9302,118.6
101,1,1.0163,8.5,3.773,3.9258,125.85
102,0,0.9856,10.5,3.785,3.8903,133.0
103,1,0.9879,10.2,3.8735,3.8786,131.7
104,1,0.9804,9.25,3.7525,3.9105,121.5
105,1,0.9759,11.65,3.8019,3.8671,136.41
106,0,0.9813,8.0,3.7395,3.9208,118.9375
107,0,0.9487,8.0,3.725,3.848,141.5
108,1,0.9944,9.5,3.759,3.9233,129.55
109,1,1.0058,9.2,3.831,3.9006,128.2
110,1,1.0189,8.0,3.753,3.9331,124.05
111,0,0.9541,8.0,3.612,3.8606,144.6
112,0,0.9854,8.0,3.777,3.9477,135.1
113,1,0.9854,8.0,3.7533,3.9402,124.69
114,0,0.9862,8.0,3.7956,3.8773,139.174
115,1,1.0156,8.0,3.766,3.9286,121.3
116,1,0.9801,8.0,3.747,3.8796,134.5
