,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
ExtraTreesRegressor(),0.9157817650692623,55.82773676760139,0.022470765177473404,21.02000000000001,37.461481481481485,0.9178644416789733,0.5733204819895986,-71.96797492520659,0.037961918149253586,-49.9195,-53.53114835164835,0.6948043981860437,3,3,1,2,4,3,1,0,0,5,0,0,6
"RandomForestRegressor(max_depth=10, min_samples_leaf=2, n_estimators=50)",0.8198690050200151,81.64717796918944,0.0689733003743608,33.12205194805182,54.081870421759305,0.8209066937537228,0.5845045558095093,-78.46168069925136,0.04471145948830243,-45.91152261904765,-57.07842402042403,0.6495440553677566,8,8,7,7,8,8,0,4,2,0,2,3,11
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.07, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9210989348905391,54.036646315145,0.0339786904805283,17.816986083984375,31.46074902569806,0.9224190170904051,0.4974491602638075,-73.24709288581006,0.04062401646626067,-49.37541046142578,-54.066524765517684,0.6280561713180017,2,2,4,0,0,2,5,1,1,4,1,5,17
GradientBoostingRegressor(),0.8145331338504463,82.84763614440268,0.07093162102916638,31.694715731651286,53.32371703805888,0.8149888409918558,0.48418551794765274,-77.29585503464497,0.047464868928686156,-47.056300660921046,-59.16023542893623,0.6433924093129496,9,9,9,6,7,9,6,3,4,1,4,4,22
<catboost.core.CatBoostRegressor object at 0x000001BB5F5B7C70>,0.9052298169329889,59.221965138935815,0.02393958526253778,20.2951326947383,37.050007793961385,0.907153791927137,0.5115796031947036,-76.1779389164944,0.050818155742705096,-53.69142804263622,-57.83532053024119,0.6756687964143728,5,5,2,1,3,4,3,2,6,7,3,1,22
BaggingRegressor(),0.7965965231271485,86.76131797233313,0.06827256224333747,27.299999999999955,54.94444444444444,0.7966469928935858,0.5222096063034195,-78.79219525414325,0.04676568972553862,-48.31500000000001,-59.233186813186805,0.6248021368219112,13,13,6,5,9,13,2,5,3,3,5,6,24
AdaBoostRegressor(),0.8242983060270694,80.63710524754998,0.06906947456271742,42.33333333333334,55.9730076169688,0.8260834001524796,0.5084584101453824,-81.25028546493847,0.05425959141530046,-52.273947514828706,-61.47769135229318,0.673947911939121,7,7,8,11,10,7,4,6,7,6,8,2,33
DecisionTreeRegressor(),0.4349357712443501,144.60917956621844,0.14770715085973096,36.0,75.81481481481481,0.4453870060432059,0.33363587052801386,-82.10768525553486,0.04910354914628134,-47.8,-59.424175824175826,0.6115152660138424,14,14,14,10,14,14,8,7,5,2,6,7,35
LGBMRegressor(),0.9056164174737021,59.10104819984272,0.03479676076671707,34.899829905049046,42.72729084774801,0.9061589221659565,0.26204923294313487,-83.73587866405612,0.05748453056805607,-56.85147197733518,-65.71960285420299,0.3660155177738224,4,4,5,8,5,5,10,8,8,8,9,13,56
"Lasso(alpha=0.6, max_iter=3000)",0.8110347175792149,83.6253531854726,0.0840759069886072,66.6890843691233,68.78499633335267,0.8147385854701206,0.26822798298547024,-88.65265697688407,0.0707012750859914,-59.57437790737023,-69.4149668814101,0.5698663864923305,10,10,10,13,12,10,9,10,9,9,11,11,59
"MLPRegressor(alpha=0.01, hidden_layer_sizes=(40, 7), max_iter=60,
             solver='lbfgs')",0.9466174504521299,44.44742547770234,0.014299206088029925,22.10416889748342,33.789840833151636,0.9492324777544339,0.441038566053192,-84.32118515847378,0.1095374661899993,-69.88813003837015,-60.80388058348079,0.5885013792841749,0,0,0,4,1,0,7,9,14,14,7,10,61
"SVR(C=1.3, cache_size=3000, epsilon=0.02, gamma=4, kernel='poly')",0.8637624418245036,71.00605427273375,0.08414429359950583,35.54426129422495,53.12348100634136,0.8668871595574423,0.21832072216157145,-90.25940589098383,0.095354027258972,-66.55234518745846,-69.01946298472635,0.5963570897686307,6,6,11,9,6,6,12,12,13,12,10,9,68
LinearRegression(positive=True),0.8052852494641477,84.88801549923264,0.09331478905227884,65.62050054755855,68.09028413020435,0.8107359880067321,0.25745642524814566,-90.37745535246131,0.07355870713286372,-61.015071266530455,-70.98270681812377,0.5489556394609744,11,11,13,12,11,11,11,13,10,10,13,12,69
Ridge(),0.8043793936446965,85.08524522999596,0.09102143711682793,79.55631983486217,69.99567071467612,0.8060119916876818,0.21346248797773182,-89.7866953863399,0.0810985614796261,-63.68193382072476,-72.062604709246,0.6069465536215518,12,12,12,14,13,12,13,11,12,11,14,8,69
"KNeighborsRegressor(n_neighbors=6, weights='distance')",0.9348257135099012,49.111714669520055,0.02997662103696817,21.62233733317524,36.131121051387545,0.9349489482977341,-0.29704098677048235,-98.29578129210526,0.08050854929603346,-68.01252503804422,-70.882096359236,0.3461357695387683,1,1,3,3,2,1,14,14,11,13,12,14,78
