iter	MultiClass
480	0.001987033452
481	0.001980131303
482	0.001973527151
483	0.001966790627
484	0.001960734746
485	0.00195960977
486	0.001953810055
487	0.001947393742
488	0.001943761848
489	0.001939895262
490	0.001935714546
491	0.001928571154
492	0.001926206309
493	0.0019220399
494	0.001918028223
495	0.00191693418
496	0.001913452772
497	0.001909723972
498	0.001905209484
499	0.001904543939
500	0.001899939768
501	0.001896585575
502	0.001891956873
503	0.001890533175
504	0.001883129655
505	0.001882210624
506	0.001874076507
507	0.001870354894
508	0.001867160361
509	0.001863073368
510	0.001858335755
511	0.001853667324
512	0.001847324696
513	0.001845833099
514	0.001844727117
515	0.001841260826
516	0.001837025895
517	0.001832018072
518	0.001827679364
519	0.001824983568
520	0.001820864552
521	0.001812058069
522	0.001811187454
523	0.001807905804
524	0.001803689567
525	0.001800570901
526	0.001799747546
527	0.001798192943
528	0.00179523419
529	0.001791862724
530	0.001788260765
531	0.001784696509
532	0.001782067141
533	0.001773971551
534	0.001768089099
535	0.001764374968
536	0.001761232628
537	0.001758137459
538	0.001755294901
539	0.001751875832
540	0.001745978948
541	0.001743424121
542	0.001740290506
543	0.001737580867
544	0.001733663642
545	0.001732273299
546	0.001728585676
547	0.001725137216
548	0.001721440951
549	0.001718270634
550	0.001717067042
551	0.001713720876
552	0.001712528327
553	0.001708206664
554	0.001705370202
555	0.001701699103
556	0.001697775028
557	0.001693459302
558	0.001689286798
559	0.001688231605
560	0.001687182688
561	0.001686548769
562	0.001683943203
563	0.001683014939
564	0.001680216528
565	0.001677943468
566	0.001674323774
567	0.001673387568
568	0.0016718375
569	0.001668471053
570	0.001667128388
571	0.001664956714
572	0.001664108429
573	0.001662449808
574	0.001659519853
575	0.001656403458
576	0.00165346227
577	0.001649904528
578	0.001647477406
579	0.001645058487
580	0.001642477695
581	0.001639556932
582	0.001637132658
583	0.001635662347
584	0.001632621458
585	0.001629874262
586	0.001627056275
587	0.001624640375
588	0.001621466413
589	0.001619748397
590	0.00161768872
591	0.001615304334
592	0.001611674156
593	0.001608004247
594	0.001605602216
595	0.001603058069
596	0.001602289723
597	0.001598547949
598	0.001596291973
599	0.001592674744
600	0.001588873376
601	0.001586373015
602	0.001581164736
603	0.001578098717
604	0.001575973519
605	0.001572636029
606	0.001571548482
607	0.001569668016
608	0.00156742574
609	0.001565293003
610	0.001562143316
611	0.001561669033
612	0.001559285763
613	0.001556541436
614	0.001553347176
615	0.001548141253
616	0.001546505406
617	0.001544091913
618	0.001543407671
619	0.001542706361
620	0.001538972782
621	0.001537052001
