,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
<catboost.core.CatBoostRegressor object at 0x0000023EF6EC1D60>,0.8425485560812257,77.51018737992132,0.04895004847564428,33.72704774692647,55.446517029416945,0.8529463949459768,0.5273451728704112,-65.97262199150393,0.0380018425126814,-39.839337816118096,-49.76085786697093,0.729357967383065,4,4,7,5,5,4,4,0,2,1,0,0,7
ExtraTreesRegressor(),0.8307252865278449,80.36769388255458,0.03946517102627278,34.78,55.0828,0.8522503815590979,0.5574632238461916,-67.86556997911197,0.035025613757623704,-43.39649999999999,-50.44191666666667,0.6834032792377447,6,6,4,7,4,5,2,1,0,3,2,5,13
GradientBoostingRegressor(),0.8365455773336385,78.97393917793103,0.036738420602312215,40.15359397333617,56.79783647867239,0.8520854995242084,0.5562101956703319,-72.21600067770873,0.041042010262175264,-47.587941695188775,-54.47707235728842,0.6929599943007736,5,5,3,10,7,6,3,2,3,5,4,3,20
"KNeighborsRegressor(n_neighbors=4, p=1, weights='distance')",0.9275565840674639,52.575682992468344,0.027641569362165372,37.02455848439183,39.904479694283495,0.9372622423963923,0.5925462324526105,-72.8731214662246,0.0461252044129979,-47.910278434264896,-56.317860525340926,0.7222768601575361,0,0,0,8,0,0,1,3,4,8,8,1,25
"MLPRegressor(alpha=0.001, hidden_layer_sizes=(30, 8), max_iter=60,
             solver='lbfgs')",0.8649351569632566,71.78878812861014,0.05945999506195196,45.47746541253957,53.31588285177595,0.8671810778791984,0.6025352664140852,-75.89981375928217,0.05361130242908475,-51.85278625092076,-50.286005805769506,0.6922040511612482,2,2,10,11,3,2,0,8,8,11,1,4,32
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=200, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.85485676249685,74.41900617400175,0.03272540047148327,37.190521240234375,50.86872253417969,0.8667656843560857,0.48423610755918894,-74.31512683738892,0.03660017138435317,-48.081458282470706,-54.40384411445031,0.6055931088651525,3,3,1,9,1,3,7,4,1,9,3,9,33
DecisionTreeRegressor(),0.8200358487926674,82.86639849782298,0.03514330076834537,30.0,55.96,0.8368376745601214,0.40815826839597086,-75.00451268475065,0.050079029285248156,-35.55,-54.90320512820513,0.4894840593709543,7,7,2,1,6,7,11,6,5,0,5,14,41
AdaBoostRegressor(),0.7654180227672,94.6090723468492,0.053809318695167294,33.70588235294116,61.375450418973834,0.7912488821995348,0.5134790604262277,-74.61812516559766,0.05099107703510644,-45.28126365976887,-58.8987750245813,0.5292448988740679,14,14,9,4,10,14,5,5,7,4,10,12,43
"SVR(C=1.6, cache_size=2000, epsilon=0.01, gamma=4, kernel='poly')",0.8660138504719008,71.50154337603334,0.06426292603322216,29.31439813932144,52.12268695853534,0.8771008552492044,0.5092935282063672,-75.26328480651314,0.06939884474849381,-47.857901956646344,-57.858635300422506,0.7099634166628721,1,1,11,0,2,1,6,7,12,7,9,2,43
"RandomForestRegressor(max_depth=18, n_estimators=350)",0.7932910102250752,88.81066974141321,0.0415643018146872,31.54857142857142,58.15142857142857,0.8132498703797899,0.3813464792237944,-77.88641284479219,0.0502983068523591,-47.820428571428565,-55.71359523809523,0.5853326059310315,13,13,5,3,9,12,12,9,6,6,7,10,50
BaggingRegressor(),0.8022858700104294,86.85689840191164,0.04229773652501928,30.900000000000006,57.184000000000005,0.8140824492040069,0.28152530076267357,-79.37325499798001,0.05530100921574814,-40.75,-55.431089743589745,0.559022440412585,11,11,6,2,8,11,14,11,10,2,6,11,54
LGBMRegressor(),0.7973053366173111,87.94408206535985,0.05371624520710437,53.97293055224799,66.67737431288377,0.8038440887135749,0.41472872937782707,-78.52031099888877,0.054909669562251726,-51.70915383825157,-59.43070040209526,0.49486093227196637,12,12,8,14,14,13,9,10,9,10,11,13,62
"Lasso(alpha=0.3, max_iter=8000)",0.8137697515181489,84.29670016698181,0.09094207991982621,52.444797717517076,65.33214308406207,0.8277678621307986,0.4110288547156068,-87.00523778617202,0.06754894211879042,-58.06702962325229,-67.87075621905305,0.6612047235529315,9,9,13,13,12,9,10,12,11,14,12,7,66
LinearRegression(positive=True),0.8145861137727584,84.11173497741801,0.09596224199191292,50.41257782537423,66.07106747511092,0.8301103599763336,0.41713547981218263,-87.4302277156369,0.0695733932316797,-56.26151063718419,-68.49402059636051,0.652617959051728,8,8,14,12,13,8,8,14,13,12,14,8,69
Ridge(),0.803587197936794,86.57058627027007,0.09019771762671297,33.812641267949914,64.17152654626452,0.8146569908435037,0.35547479419118033,-87.18945164474232,0.07540478002575889,-57.800912878955785,-68.32892957138148,0.6767804113420337,10,10,12,6,11,10,13,13,14,13,13,6,72
