,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
<catboost.core.CatBoostRegressor object at 0x0000020A04C257C0>,0.668017273789936,3.254101427633594,0.023588620636040735,1.7688536990155086,2.488193244194195,0.6683573370161726,0.6987937360979269,-2.7624025604911955,0.020472305942257785,-1.319170894884895,-1.9027205650610122,0.7061287170070976,0,0,0,0,0,0,0,0,0,1,0,0,1
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.07, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=350, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.6619350447473495,3.2837751981394168,0.027148781270394724,1.936980056762696,2.498240475756057,0.6619996664152374,0.6502867400037755,-2.979560016473804,0.02438655524144291,-1.276849582672119,-2.007276591985122,0.6628163329905702,1,1,1,2,1,1,1,1,3,0,1,1,7
GradientBoostingRegressor(),0.6185640389145433,3.488061707653589,0.02794330920939572,2.2891091858451755,2.6900416125870565,0.6186317573125824,0.6418416039926591,-2.998622086166168,0.023780738975535592,-1.5403846119668545,-2.141323042395645,0.6541276777736769,3,3,2,6,3,3,2,2,1,4,2,2,13
"RandomForestRegressor(max_depth=22, n_estimators=500)",0.5842852650919454,3.641422329670012,0.028591922944961743,2.0559999999999583,2.690728936170204,0.586240691026009,0.632974001775184,-3.043299941252818,0.02420510373893857,-1.5064303333333326,-2.2232829648033094,0.6401909687734755,5,5,3,4,4,5,3,3,2,3,4,3,18
ExtraTreesRegressor(),0.600451712389533,3.5699158476284722,0.029132327440063065,1.8782000000000085,2.55555744680851,0.6004520411555387,0.6069724943312486,-3.1422321742161805,0.02671346125337113,-1.3476999999999926,-2.1815835326086956,0.6085505055351574,4,4,4,1,2,4,4,5,4,2,3,4,22
BaggingRegressor(),0.5369790535876706,3.8430289943043405,0.03139122794633372,2.155000000000001,2.876390070921986,0.5401128857624808,0.5843585239149354,-3.1388507585259777,0.029231390359236224,-1.7074000000000005,-2.3478271739130436,0.6035215283497803,6,6,6,5,6,6,5,4,6,5,5,5,30
LGBMRegressor(),0.472950224224021,4.100144459226983,0.037158166995786605,2.4905355939792067,3.28006291489029,0.4730049748091325,0.5524698748600099,-3.3635759527460087,0.027957654848148515,-1.8510218114171717,-2.51431118088568,0.5610389227315506,8,8,8,8,8,8,6,6,5,7,6,6,36
"SVR(C=1.6, cache_size=2000, epsilon=0.09, gamma=1, kernel='poly')",0.6238168778905481,3.463961011415151,0.02964366437494124,2.5959877138948038,2.848592323349155,0.6239694768113642,0.5007108796387535,-3.532807567269731,0.03207484386222375,-1.954558391021639,-2.648195960599254,0.5166189297716596,2,2,5,9,5,2,7,8,7,8,7,8,45
AdaBoostRegressor(),0.486184323970558,4.048340347982588,0.03419083526555296,2.713103448275856,3.1305355105094903,0.4900983046033931,0.4931770228611826,-3.5081716812568193,0.03228276338161955,-2.382569436450967,-2.806821172375252,0.5232813660403147,7,7,7,11,7,7,8,7,8,10,9,7,49
"MLPRegressor(alpha=0.01, hidden_layer_sizes=(70, 6), max_iter=60,
             solver='lbfgs')",0.413099186598746,4.3266891807550945,0.04510362124728774,2.762437385519579,3.3552457289051674,0.4170692507518844,0.41449154632495544,-3.975346003405826,0.03444768615116459,-1.843973981674559,-2.758769408573456,0.45495065444983157,9,9,9,12,9,9,9,9,9,6,8,9,50
"KNeighborsRegressor(n_neighbors=9, weights='distance')",0.2813507222507273,4.787754119580671,0.051600612945959676,2.417982669604079,3.6103341587306406,0.2895602861019142,0.36446312422046107,-4.02968076345583,0.041101369147389905,-2.525320900399232,-3.1184627901535924,0.37785551665453154,10,10,10,7,11,10,10,10,10,11,11,10,62
DecisionTreeRegressor(),0.14839321682737439,5.211861879915771,0.0602299070935649,2.0,3.539361702127661,0.15414424043140096,0.35669149600659666,-4.17739833482828,0.04397632185069475,-2.1214999999999993,-2.8536485507246376,0.3707648815174888,11,11,12,3,10,11,11,11,11,9,10,11,63
Ridge(),0.11343739410906417,5.317751595712357,0.0576492786738018,3.3250024827925344,4.1263801325104295,0.11547452023838867,0.18437140145432507,-4.565337363663111,0.05201357481910489,-3.402628466109706,-3.677622415206863,0.20597487246370577,12,12,11,13,12,12,12,12,12,13,12,12,73
LinearRegression(),0.07780009478345618,5.423577851707869,0.060504467085690905,2.703283888919376,4.16277069030472,0.07854581613929124,0.16221652339527132,-4.620565488531581,0.053341385369794464,-3.365928578405561,-3.685974733964701,0.18640420687918727,13,13,13,10,13,13,13,13,13,12,13,13,77
Lasso(),-0.009905595186359362,5.675625497343838,0.061681625109300114,3.84172972972973,4.315298447383554,0.0,-0.018876707886940337,-5.121191458172094,0.06357439810629936,-3.8975879186602866,-4.279879899205485,2.2204460492503132e-17,14,14,14,14,14,14,14,14,14,14,14,14,84
